customer_id,recency,frequency,monetary,segment
CS2750,2015-02-22,17,1067,Gold
CS2751,2015-02-03,22,1571,VIP
CS2752,2014-11-23,18,1100,Gold
CS2753,2015-02-22,18,1256,Gold
CS2754,2015-01-06,22,1638,VIP
CS2755,2015-02-25,30,1983,VIP
CS2756,2014-11-09,23,1450,VIP
CS2757,2015-01-21,22,1526,VIP
CS2758,2015-03-01,15,957,Silver
CS2759,2015-01-07,18,1315,Gold
CS2760,2015-02-06,15,1091,Gold
CS2761,2015-02-10,17,1214,Gold
CS2762,2014-08-12,12,755,Silver
CS2763,2015-03-16,11,839,Silver
CS2764,2015-01-19,13,990,Silver
CS2765,2015-03-04,24,1639,VIP
CS2766,2015-03-06,27,1706,VIP
CS2767,2015-03-15,18,1323,Gold
CS2768,2015-01-29,18,1306,Gold
CS2769,2015-03-03,30,2202,VIP
CS2770,2015-03-14,25,1707,VIP
CS2771,2015-01-05,25,1671,VIP
CS2772,2014-06-18,17,1208,Gold
CS2773,2015-03-05,22,1474,VIP
CS2774,2015-01-11,11,763,Silver
CS2775,2015-02-27,22,1600,VIP
CS2776,2015-02-12,28,2099,VIP
CS2777,2014-07-26,20,1457,VIP
CS2778,2014-12-20,16,1157,Gold
CS2779,2015-01-08,14,934,Silver
CS2780,2015-02-14,18,1303,Gold
CS2781,2015-02-19,16,1098,Gold
CS2782,2014-12-30,21,1585,VIP
CS2783,2015-02-12,29,2060,VIP
CS2784,2014-12-20,24,1750,VIP
CS2785,2015-02-07,23,1702,VIP
CS2786,2015-02-20,29,2034,VIP
CS2787,2015-03-06,23,1641,VIP
CS2788,2015-01-21,19,1218,Gold
CS2789,2015-01-25,26,2003,VIP
CS2790,2014-11-15,19,1496,VIP
CS2791,2015-03-02,19,1381,Gold
CS2792,2015-03-09,21,1557,VIP
CS2793,2015-01-25,22,1668,VIP
CS2794,2015-03-12,23,1789,VIP
CS2795,2015-02-26,22,1609,VIP
CS2796,2015-03-14,18,1279,Gold
CS2797,2014-08-22,20,1352,Gold
CS2798,2014-12-29,21,1535,VIP
CS2799,2015-03-09,17,1102,Gold
CS2800,2015-01-04,16,1063,Gold
CS2801,2015-02-02,18,1148,Gold
CS2802,2015-02-15,20,1347,Gold
CS2803,2014-11-09,15,1034,Gold
CS2804,2015-02-18,22,1530,VIP
CS2805,2015-02-11,18,1104,Gold
CS2806,2014-10-20,11,762,Silver
CS2807,2015-01-14,19,1316,Gold
CS2808,2014-09-29,24,1509,VIP
CS2809,2015-03-03,24,1594,VIP
CS2810,2014-12-17,15,1082,Gold
CS2811,2014-10-24,17,1110,Gold
CS2812,2015-02-24,16,1134,Gold
CS2813,2014-12-31,23,1593,VIP
CS2814,2015-02-21,18,1385,Gold
CS2815,2015-02-08,16,1166,Gold
CS2816,2015-03-06,21,1401,VIP
CS2817,2015-01-08,21,1406,VIP
CS2818,2015-03-06,29,2018,VIP
CS2819,2015-02-21,20,1338,Gold
CS2820,2014-10-17,23,1596,VIP
CS2821,2015-02-26,27,1864,VIP
CS2822,2015-01-29,15,1131,Gold
CS2823,2015-02-26,25,1731,VIP
CS2824,2015-03-13,20,1292,Gold
CS2825,2015-02-24,14,873,Silver
CS2826,2014-10-25,18,1142,Gold
CS2827,2015-01-02,21,1455,VIP
CS2828,2015-01-27,20,1350,Gold
CS2829,2015-01-24,24,1794,VIP
CS2830,2014-12-08,28,2070,VIP
CS2831,2015-01-29,17,1250,Gold
CS2832,2015-02-20,24,1585,VIP
CS2833,2015-03-13,18,1299,Gold
CS2834,2015-02-17,24,1747,VIP
CS2835,2014-10-02,24,1800,VIP
CS2836,2015-02-10,18,1297,Gold
CS2837,2015-02-24,26,1813,VIP
CS2838,2014-07-09,18,1446,VIP
CS2839,2014-12-16,19,1295,Gold
CS2840,2015-02-02,29,2074,VIP
CS2841,2014-08-10,12,792,Silver
CS2842,2015-02-25,24,1733,VIP
CS2843,2014-09-29,18,1374,Gold
CS2844,2014-09-08,11,740,Silver
CS2845,2015-01-02,27,1829,VIP
CS2846,2015-03-09,19,1283,Gold
CS2847,2014-12-10,21,1493,VIP
CS2848,2015-01-09,19,1331,Gold
CS2849,2015-01-09,21,1301,Gold
CS2850,2015-02-18,17,1131,Gold
CS2851,2014-09-16,19,1392,Gold
CS2852,2014-10-14,16,1151,Gold
CS2853,2015-02-03,25,1779,VIP
CS2854,2015-02-27,23,1564,VIP
CS2855,2014-12-15,19,1346,Gold
CS2856,2015-01-16,21,1448,VIP
CS2857,2014-10-31,15,1095,Gold
CS2858,2015-01-26,23,1555,VIP
CS2859,2015-02-27,13,792,Silver
CS2860,2014-09-25,21,1356,Gold
CS2861,2015-03-06,14,1082,Gold
CS2862,2015-02-21,24,1734,VIP
CS2863,2014-11-03,25,1716,VIP
CS2864,2015-01-19,23,1442,VIP
CS2865,2015-02-07,25,1868,VIP
CS2866,2015-02-27,22,1488,VIP
CS2867,2015-02-23,21,1464,VIP
CS2868,2015-01-27,20,1507,VIP
CS2869,2015-02-17,21,1452,VIP
CS2870,2015-01-28,24,1670,VIP
CS2871,2014-10-22,29,2124,VIP
CS2872,2015-03-15,22,1674,VIP
CS2873,2015-02-28,29,2045,VIP
CS2874,2015-01-05,14,930,Silver
CS2875,2015-02-24,15,1007,Gold
CS2876,2015-03-01,21,1369,Gold
CS2877,2015-03-15,24,1677,VIP
CS2878,2015-01-04,23,1610,VIP
CS2879,2014-12-20,15,1028,Gold
CS2880,2014-12-27,20,1482,VIP
CS2881,2014-09-19,26,1801,VIP
CS2882,2014-07-25,11,781,Silver
CS2883,2014-09-15,21,1658,VIP
CS2884,2015-03-16,21,1399,Gold
CS2885,2015-02-14,28,1781,VIP
CS2886,2014-12-02,16,897,Silver
CS2887,2015-02-10,25,1527,VIP
CS2888,2014-09-06,24,1792,VIP
CS2889,2015-02-08,22,1536,VIP
CS2890,2015-01-07,19,1308,Gold
CS2891,2015-01-19,24,1823,VIP
CS2892,2014-09-23,17,1181,Gold
CS2893,2015-03-11,24,1724,VIP
CS2894,2015-02-27,19,1377,Gold
CS2895,2015-02-26,21,1304,Gold
CS2896,2015-01-27,24,1845,VIP
CS2897,2015-02-17,16,1188,Gold
CS2898,2015-02-10,21,1336,Gold
CS2899,2015-03-02,24,1673,VIP
CS2900,2015-03-06,26,1954,VIP
CS2901,2014-09-07,19,1259,Gold
CS2902,2014-11-27,28,1961,VIP
CS2903,2014-10-14,17,1289,Gold
CS2904,2015-03-10,25,1869,VIP
CS2905,2014-12-20,17,1185,Gold
CS2906,2015-01-18,27,1935,VIP
CS2907,2015-02-12,29,2039,VIP
CS2908,2015-01-10,16,1061,Gold
CS2909,2015-02-12,19,1412,VIP
CS2910,2015-03-05,23,1345,Gold
CS2911,2015-02-10,21,1511,VIP
CS2912,2014-12-21,20,1361,Gold
CS2913,2014-08-14,21,1490,VIP
CS2914,2014-12-19,26,1792,VIP
CS2915,2014-12-21,24,1749,VIP
CS2916,2015-01-12,21,1514,VIP
CS2917,2015-03-15,20,1474,VIP
CS2918,2015-03-07,24,1741,VIP
CS2919,2015-02-24,18,1313,Gold
CS2920,2015-03-09,21,1419,VIP
CS2921,2015-01-22,16,1044,Gold
CS2922,2015-03-11,15,977,Silver
CS2923,2014-09-02,13,966,Silver
CS2924,2015-03-11,21,1459,VIP
CS2925,2015-03-14,14,997,Silver
CS2926,2015-02-19,14,986,Silver
CS2927,2015-03-03,25,1581,VIP
CS2928,2014-10-27,17,1243,Gold
CS2929,2015-03-16,22,1449,VIP
CS2930,2015-01-27,26,1955,VIP
CS2931,2015-03-11,21,1550,VIP
CS2932,2014-11-25,18,1228,Gold
CS2933,2014-10-07,13,900,Silver
CS2934,2015-02-27,17,1227,Gold
CS2935,2015-03-06,21,1388,Gold
CS2936,2015-01-13,13,813,Silver
CS2937,2015-03-02,20,1394,Gold
CS2938,2014-12-13,30,2039,VIP
CS2939,2015-02-20,17,1227,Gold
CS2940,2014-12-19,21,1334,Gold
CS2941,2014-05-08,13,1077,Gold
CS2942,2015-01-05,17,1246,Gold
CS2943,2015-03-06,19,1306,Gold
CS2944,2014-08-04,17,1239,Gold
CS2945,2015-03-08,26,1911,VIP
CS2946,2015-03-05,31,2238,VIP
CS2947,2014-11-07,19,1348,Gold
CS2948,2014-09-02,17,1199,Gold
CS2949,2014-12-05,24,1581,VIP
CS2950,2015-01-28,16,1072,Gold
CS2951,2014-08-31,32,2382,VIP
CS2952,2015-02-01,25,1691,VIP
CS2953,2015-01-22,17,1093,Gold
CS2954,2015-01-27,17,1404,VIP
CS2955,2015-02-15,17,1191,Gold
CS2956,2015-03-10,29,2050,VIP
CS2957,2015-01-12,19,1251,Gold
CS2958,2014-11-30,13,778,Silver
CS2959,2015-03-02,16,1124,Gold
CS2960,2015-02-09,16,1178,Gold
CS2961,2015-01-22,30,2183,VIP
CS2962,2015-03-16,23,1639,VIP
CS2963,2014-12-25,16,1109,Gold
CS2964,2014-12-10,21,1363,Gold
CS2965,2014-10-05,13,793,Silver
CS2966,2014-09-04,18,1143,Gold
CS2967,2015-03-16,21,1425,VIP
CS2968,2015-01-23,24,1649,VIP
CS2969,2015-03-07,18,1314,Gold
CS2970,2015-03-07,21,1496,VIP
CS2971,2014-09-09,16,1029,Gold
CS2972,2014-08-27,19,1301,Gold
CS2973,2014-09-11,19,1317,Gold
CS2974,2014-12-25,19,1368,Gold
CS2975,2015-01-21,22,1387,Gold
CS2976,2014-08-25,14,897,Silver
CS2977,2015-03-06,21,1490,VIP
CS2978,2014-11-17,20,1470,VIP
CS2979,2015-03-14,20,1398,Gold
CS2980,2014-09-30,21,1562,VIP
CS2981,2014-11-28,18,1369,Gold
CS2982,2014-12-24,22,1543,VIP
CS2983,2015-03-05,23,1524,VIP
CS2984,2015-01-24,29,1955,VIP
CS2985,2014-08-02,16,1133,Gold
CS2986,2014-12-26,25,1720,VIP
CS2987,2014-12-18,20,1508,VIP
CS2988,2015-02-26,22,1543,VIP
CS2989,2015-03-07,26,1702,VIP
CS2990,2014-12-12,27,1765,VIP
CS2991,2015-03-09,22,1568,VIP
CS2992,2014-09-28,16,1031,Gold
CS2993,2015-01-02,16,1190,Gold
CS2994,2015-02-02,22,1470,VIP
CS2995,2015-02-05,14,794,Silver
CS2996,2014-12-09,25,1719,VIP
CS2997,2014-11-27,21,1503,VIP
CS2998,2015-02-10,21,1456,VIP
CS2999,2014-10-18,19,1262,Gold
CS3000,2015-03-08,20,1379,Gold
CS3001,2014-07-25,15,1193,Gold
CS3002,2015-02-01,22,1394,Gold
CS3003,2015-02-18,17,1213,Gold
CS3004,2015-03-15,24,1939,VIP
CS3005,2015-01-11,23,1740,VIP
CS3006,2015-03-03,24,1732,VIP
CS3007,2014-06-06,16,1127,Gold
CS3008,2015-02-13,24,1788,VIP
CS3009,2015-03-09,14,895,Silver
CS3010,2015-03-16,26,1862,VIP
CS3011,2014-12-14,28,1890,VIP
CS3012,2015-02-03,24,1688,VIP
CS3013,2015-03-09,35,2259,VIP
CS3014,2014-12-26,23,1641,VIP
CS3015,2015-03-04,24,1601,VIP
CS3016,2014-04-25,9,634,Silver
CS3017,2014-07-03,19,1424,VIP
CS3018,2014-06-01,19,1190,Gold
CS3019,2015-02-01,23,1593,VIP
CS3020,2015-03-06,23,1486,VIP
CS3021,2015-01-02,13,871,Silver
CS3022,2015-01-17,21,1469,VIP
CS3023,2015-01-04,19,1242,Gold
CS3024,2014-11-06,24,1738,VIP
CS3025,2014-12-28,13,960,Silver
CS3026,2015-02-10,21,1409,VIP
CS3027,2015-02-09,19,1345,Gold
CS3028,2015-03-02,31,2214,VIP
CS3029,2015-01-03,24,1705,VIP
CS3030,2015-01-31,23,1579,VIP
CS3031,2015-02-19,20,1407,VIP
CS3032,2015-03-05,17,1305,Gold
CS3033,2014-11-09,14,981,Silver
CS3034,2014-12-22,22,1555,VIP
CS3035,2014-11-11,20,1365,Gold
CS3036,2015-02-16,23,1587,VIP
CS3037,2015-01-24,21,1324,Gold
CS3038,2015-02-16,17,1283,Gold
CS3039,2015-02-20,17,1296,Gold
CS3040,2015-02-24,17,1266,Gold
CS3041,2015-03-11,22,1397,Gold
CS3042,2015-02-10,14,936,Silver
CS3043,2014-12-02,17,1154,Gold
CS3044,2015-03-12,22,1576,VIP
CS3045,2015-01-16,18,1351,Gold
CS3046,2015-01-13,22,1631,VIP
CS3047,2015-01-07,25,1729,VIP
CS3048,2015-01-29,11,693,Silver
CS3049,2015-03-02,21,1333,Gold
CS3050,2014-12-06,20,1206,Gold
CS3051,2014-11-23,19,1375,Gold
CS3052,2015-02-04,26,1811,VIP
CS3053,2015-01-14,15,1311,Gold
CS3054,2015-02-23,14,1028,Gold
CS3055,2015-01-14,21,1542,VIP
CS3056,2014-11-10,17,1169,Gold
CS3057,2014-12-05,13,924,Silver
CS3058,2015-03-04,25,1810,VIP
CS3059,2014-12-17,18,1349,Gold
CS3060,2014-11-28,24,1763,VIP
CS3061,2015-01-13,23,1749,VIP
CS3062,2015-01-18,21,1546,VIP
CS3063,2014-12-01,14,919,Silver
CS3064,2014-02-28,22,1425,VIP
CS3065,2014-11-07,16,967,Silver
CS3066,2014-12-24,19,1273,Gold
CS3067,2015-02-27,22,1450,VIP
CS3068,2015-01-21,18,1181,Gold
CS3069,2015-01-28,22,1487,VIP
CS3070,2015-01-25,21,1433,VIP
CS3071,2015-02-22,23,1642,VIP
CS3072,2015-01-16,18,1154,Gold
CS3073,2015-02-13,27,1940,VIP
CS3074,2015-01-08,22,1794,VIP
CS3075,2015-03-13,19,1261,Gold
CS3076,2015-02-21,21,1605,VIP
CS3077,2015-01-05,29,1977,VIP
CS3078,2015-03-10,17,1021,Gold
CS3079,2014-11-03,24,1535,VIP
CS3080,2015-03-03,24,1596,VIP
CS3081,2014-12-15,21,1472,VIP
CS3082,2014-12-27,21,1400,Gold
CS3083,2015-01-02,17,1069,Gold
CS3084,2014-05-19,12,904,Silver
CS3085,2014-11-21,23,1618,VIP
CS3086,2015-02-04,23,1561,VIP
CS3087,2014-12-27,16,1007,Gold
CS3088,2014-09-03,16,1106,Gold
CS3089,2014-11-23,14,1050,Gold
CS3090,2014-12-26,18,1198,Gold
CS3091,2014-10-08,14,881,Silver
CS3092,2014-12-22,21,1594,VIP
CS3093,2015-02-16,21,1383,Gold
CS3094,2014-06-18,15,1121,Gold
CS3095,2014-11-04,24,1634,VIP
CS3096,2015-01-24,18,1325,Gold
CS3097,2014-09-30,19,1296,Gold
CS3098,2014-08-24,21,1359,Gold
CS3099,2014-11-27,17,1112,Gold
CS3100,2015-03-03,18,1437,VIP
CS3101,2015-03-09,30,2106,VIP
CS3102,2014-11-21,14,1031,Gold
CS3103,2015-03-13,16,1006,Gold
CS3104,2014-10-11,17,1174,Gold
CS3105,2015-02-21,21,1432,VIP
CS3106,2014-10-19,18,1270,Gold
CS3107,2015-02-15,17,1233,Gold
CS3108,2014-06-22,16,1032,Gold
CS3109,2015-03-09,20,1402,VIP
CS3110,2014-11-15,19,1279,Gold
CS3111,2014-08-18,21,1644,VIP
CS3112,2014-11-16,20,1225,Gold
CS3113,2014-11-18,12,937,Silver
CS3114,2014-09-26,18,1173,Gold
CS3115,2015-02-24,15,1074,Gold
CS3116,2015-02-22,25,1918,VIP
CS3117,2014-11-02,23,1562,VIP
CS3118,2015-03-02,22,1436,VIP
CS3119,2015-01-07,22,1642,VIP
CS3120,2015-01-28,12,808,Silver
CS3121,2015-03-10,23,1694,VIP
CS3122,2015-02-13,23,1519,VIP
CS3123,2015-03-03,23,1543,VIP
CS3124,2014-11-17,19,1335,Gold
CS3125,2015-01-06,14,1116,Gold
CS3126,2014-10-11,20,1304,Gold
CS3127,2015-03-16,26,1665,VIP
CS3128,2014-12-19,23,1472,VIP
CS3129,2015-03-10,27,1894,VIP
CS3130,2015-02-23,24,1674,VIP
CS3131,2015-03-10,28,2060,VIP
CS3132,2015-03-12,22,1719,VIP
CS3133,2014-08-20,14,892,Silver
CS3134,2014-10-26,19,1203,Gold
CS3135,2014-10-31,16,1097,Gold
CS3136,2015-01-08,24,1629,VIP
CS3137,2015-03-10,17,1201,Gold
CS3138,2014-10-27,16,999,Silver
CS3139,2015-03-03,23,1673,VIP
CS3140,2014-08-22,12,852,Silver
CS3141,2015-01-29,25,1772,VIP
CS3142,2015-02-15,19,1463,VIP
CS3143,2015-02-01,23,1432,VIP
CS3144,2015-02-13,25,1808,VIP
CS3145,2015-02-16,21,1339,Gold
CS3146,2015-03-10,18,1316,Gold
CS3147,2014-10-09,17,1211,Gold
CS3148,2014-06-16,20,1474,VIP
CS3149,2015-01-28,12,783,Silver
CS3150,2015-02-26,16,1149,Gold
CS3151,2015-01-02,18,1275,Gold
CS3152,2014-12-15,15,924,Silver
CS3153,2014-10-09,18,1331,Gold
CS3154,2014-12-08,22,1478,VIP
CS3155,2015-01-14,25,1858,VIP
CS3156,2014-11-07,24,1624,VIP
CS3157,2015-01-19,22,1686,VIP
CS3158,2014-11-25,17,1229,Gold
CS3159,2015-02-04,20,1462,VIP
CS3160,2014-11-19,16,1019,Gold
CS3161,2015-01-12,18,1253,Gold
CS3162,2015-02-28,17,998,Silver
CS3163,2015-01-12,31,2413,VIP
CS3164,2014-11-27,29,1916,VIP
CS3165,2014-11-21,30,2202,VIP
CS3166,2015-03-02,25,1697,VIP
CS3167,2014-12-24,18,1345,Gold
CS3168,2015-02-14,14,962,Silver
CS3169,2015-01-30,14,1061,Gold
CS3170,2014-10-30,18,1178,Gold
CS3171,2014-11-23,16,1205,Gold
CS3172,2014-12-28,22,1465,VIP
CS3173,2015-03-06,17,1085,Gold
CS3174,2015-01-25,23,1581,VIP
CS3175,2015-01-20,13,954,Silver
CS3176,2015-03-06,16,895,Silver
CS3177,2015-01-30,18,1246,Gold
CS3178,2015-02-01,21,1543,VIP
CS3179,2015-01-13,24,1572,VIP
CS3180,2014-11-17,25,1911,VIP
CS3181,2014-08-18,22,1593,VIP
CS3182,2015-02-20,25,1630,VIP
CS3183,2015-01-02,21,1370,Gold
CS3184,2015-02-20,20,1578,VIP
CS3185,2014-10-14,13,939,Silver
CS3186,2014-12-15,21,1581,VIP
CS3187,2015-01-30,21,1487,VIP
CS3188,2014-12-17,18,1188,Gold
CS3189,2015-02-01,24,1652,VIP
CS3190,2015-01-18,23,1684,VIP
CS3191,2015-01-21,23,1478,VIP
CS3192,2014-12-27,12,891,Silver
CS3193,2015-03-15,19,1288,Gold
CS3194,2015-02-28,22,1459,VIP
CS3195,2015-03-01,27,1743,VIP
CS3196,2014-12-19,22,1540,VIP
CS3197,2014-10-27,16,1176,Gold
CS3198,2015-02-19,24,1742,VIP
CS3199,2015-01-30,24,1542,VIP
CS3200,2014-10-22,14,1015,Gold
CS3201,2014-12-16,26,2014,VIP
CS3202,2015-01-14,21,1565,VIP
CS3203,2014-12-13,18,1319,Gold
CS3204,2015-01-20,19,1154,Gold
CS3205,2015-03-16,23,1522,VIP
CS3206,2015-03-14,18,1256,Gold
CS3207,2015-02-09,20,1322,Gold
CS3208,2014-08-16,15,1123,Gold
CS3209,2015-01-22,23,1707,VIP
CS3210,2015-01-31,24,1772,VIP
CS3211,2015-02-08,11,741,Silver
CS3212,2014-11-17,21,1689,VIP
CS3213,2014-10-19,24,1446,VIP
CS3214,2014-12-29,21,1464,VIP
CS3215,2015-01-14,16,1128,Gold
CS3216,2015-01-15,22,1597,VIP
CS3217,2015-03-11,19,1506,VIP
CS3218,2015-03-10,22,1717,VIP
CS3219,2015-01-12,23,1654,VIP
CS3220,2015-03-15,20,1429,VIP
CS3221,2014-10-19,28,2159,VIP
CS3222,2015-03-02,25,1828,VIP
CS3223,2014-10-09,24,1699,VIP
CS3224,2015-01-31,26,1751,VIP
CS3225,2014-10-11,16,1204,Gold
CS3226,2014-07-20,17,1183,Gold
CS3227,2014-11-30,21,1545,VIP
CS3228,2014-12-05,28,2047,VIP
CS3229,2015-02-01,27,1754,VIP
CS3230,2014-11-17,19,1222,Gold
CS3231,2014-12-20,19,1314,Gold
CS3232,2014-12-31,21,1562,VIP
CS3233,2015-02-23,16,1177,Gold
CS3234,2015-03-12,26,1707,VIP
CS3235,2015-01-18,13,790,Silver
CS3236,2015-03-13,15,995,Silver
CS3237,2015-02-24,22,1545,VIP
CS3238,2015-03-16,21,1529,VIP
CS3239,2014-10-02,13,769,Silver
CS3240,2014-11-28,16,1016,Gold
CS3241,2014-11-28,17,1257,Gold
CS3242,2015-01-21,24,1843,VIP
CS3243,2014-12-23,18,1358,Gold
CS3244,2014-08-15,15,1095,Gold
CS3245,2014-11-02,20,1321,Gold
CS3246,2015-02-25,15,1012,Gold
CS3247,2014-10-17,21,1597,VIP
CS3248,2015-01-20,14,823,Silver
CS3249,2015-01-08,28,1868,VIP
CS3250,2015-01-13,18,1217,Gold
CS3251,2015-03-09,18,1162,Gold
CS3252,2015-02-14,15,1039,Gold
CS3253,2014-12-28,19,1241,Gold
CS3254,2015-01-21,21,1443,VIP
CS3255,2014-12-31,19,1197,Gold
CS3256,2014-10-05,20,1384,Gold
CS3257,2015-01-19,16,1135,Gold
CS3258,2014-12-05,20,1348,Gold
CS3259,2015-01-27,23,1674,VIP
CS3260,2015-02-06,21,1654,VIP
CS3261,2014-04-30,16,1047,Gold
CS3262,2015-02-26,22,1555,VIP
CS3263,2015-01-15,20,1415,VIP
CS3264,2015-02-09,17,1271,Gold
CS3265,2014-11-05,20,1292,Gold
CS3266,2014-07-15,16,973,Silver
CS3267,2015-01-02,20,1393,Gold
CS3268,2014-10-20,22,1685,VIP
CS3269,2014-11-01,13,882,Silver
CS3270,2015-03-13,33,2349,VIP
CS3271,2015-02-04,26,1747,VIP
CS3272,2015-01-20,19,1393,Gold
CS3273,2015-03-12,18,1190,Gold
CS3274,2015-01-28,26,1824,VIP
CS3275,2015-03-12,18,1126,Gold
CS3276,2015-02-24,24,1626,VIP
CS3277,2015-01-16,20,1431,VIP
CS3278,2015-03-03,27,1866,VIP
CS3279,2015-03-15,21,1331,Gold
CS3280,2015-01-04,18,1253,Gold
CS3281,2014-12-03,15,961,Silver
CS3282,2015-02-17,17,1239,Gold
CS3283,2015-01-06,20,1338,Gold
CS3284,2015-02-11,17,1139,Gold
CS3285,2014-08-22,21,1619,VIP
CS3286,2014-12-29,18,1150,Gold
CS3287,2015-02-21,19,1297,Gold
CS3288,2014-08-17,21,1496,VIP
CS3289,2015-01-06,26,1963,VIP
CS3290,2015-01-18,23,1639,VIP
CS3291,2015-02-17,26,1994,VIP
CS3292,2015-02-09,21,1592,VIP
CS3293,2014-10-28,14,1000,Silver
CS3294,2015-03-16,18,1225,Gold
CS3295,2015-01-07,23,1655,VIP
CS3296,2015-02-06,24,1560,VIP
CS3297,2014-11-10,15,979,Silver
CS3298,2015-03-16,23,1574,VIP
CS3299,2014-12-08,23,1509,VIP
CS3300,2015-03-08,16,966,Silver
CS3301,2014-12-27,25,1668,VIP
CS3302,2015-02-13,24,1702,VIP
CS3303,2014-12-29,13,834,Silver
CS3304,2014-09-23,24,1634,VIP
CS3305,2015-02-18,23,1549,VIP
CS3306,2015-02-25,14,1018,Gold
CS3307,2015-01-14,13,1037,Gold
CS3308,2015-01-31,14,975,Silver
CS3309,2015-01-13,16,1159,Gold
CS3310,2014-12-10,22,1595,VIP
CS3311,2015-02-04,26,1850,VIP
CS3312,2014-09-07,13,937,Silver
CS3313,2015-01-08,23,1561,VIP
CS3314,2015-02-20,15,1048,Gold
CS3315,2015-03-01,26,1805,VIP
CS3316,2015-03-16,16,1176,Gold
CS3317,2015-03-09,8,565,Silver
CS3318,2014-08-27,19,1437,VIP
CS3319,2015-01-28,14,833,Silver
CS3320,2015-02-07,14,928,Silver
CS3321,2015-03-13,22,1487,VIP
CS3322,2015-01-27,23,1814,VIP
CS3323,2014-12-28,17,1145,Gold
CS3324,2015-02-24,27,1905,VIP
CS3325,2014-11-08,19,1194,Gold
CS3326,2015-01-05,23,1588,VIP
CS3327,2014-08-20,26,1843,VIP
CS3328,2015-01-16,18,1260,Gold
CS3329,2014-10-04,18,1164,Gold
CS3330,2015-01-27,23,1490,VIP
CS3331,2014-06-25,16,1124,Gold
CS3332,2015-01-19,18,1441,VIP
CS3333,2015-01-23,18,1300,Gold
CS3334,2015-02-11,20,1339,Gold
CS3335,2015-03-14,22,1651,VIP
CS3336,2015-03-05,17,1167,Gold
CS3337,2014-09-28,25,1579,VIP
CS3338,2015-02-03,16,1092,Gold
CS3339,2015-03-02,26,1966,VIP
CS3340,2015-02-21,21,1399,Gold
CS3341,2015-01-31,15,970,Silver
CS3342,2015-02-21,18,1348,Gold
CS3343,2014-12-01,24,1600,VIP
CS3344,2014-09-23,11,769,Silver
CS3345,2015-01-06,19,1399,Gold
CS3346,2014-07-19,18,1430,VIP
CS3347,2014-12-21,19,1297,Gold
CS3348,2015-02-23,28,2024,VIP
CS3349,2014-12-21,20,1483,VIP
CS3350,2015-03-11,18,1300,Gold
CS3351,2014-12-27,20,1370,Gold
CS3352,2015-01-26,16,1190,Gold
CS3353,2015-03-09,26,1823,VIP
CS3354,2015-02-03,16,963,Silver
CS3355,2015-02-23,30,2118,VIP
CS3356,2015-01-10,31,2221,VIP
CS3357,2014-11-08,22,1482,VIP
CS3358,2014-04-19,23,1613,VIP
CS3359,2015-03-06,25,1712,VIP
CS3360,2014-10-13,22,1410,VIP
CS3361,2014-10-17,17,1225,Gold
CS3362,2014-11-13,30,2303,VIP
CS3363,2014-12-11,23,1570,VIP
CS3364,2015-01-02,15,1082,Gold
CS3365,2014-10-13,23,1747,VIP
CS3366,2015-02-08,24,1869,VIP
CS3367,2015-01-31,16,1274,Gold
CS3368,2015-02-19,26,1658,VIP
CS3369,2015-01-30,25,1731,VIP
CS3370,2015-03-12,9,616,Silver
CS3371,2015-01-14,25,1820,VIP
CS3372,2015-03-05,23,1642,VIP
CS3373,2015-03-16,25,1597,VIP
CS3374,2015-01-10,18,1195,Gold
CS3375,2015-01-06,18,1159,Gold
CS3376,2015-02-23,18,1149,Gold
CS3377,2015-01-15,23,1892,VIP
CS3378,2014-12-10,10,749,Silver
CS3379,2014-12-04,14,1078,Gold
CS3380,2014-11-24,15,1114,Gold
CS3381,2014-10-07,14,982,Silver
CS3382,2015-03-04,24,1666,VIP
CS3383,2015-03-01,26,1764,VIP
CS3384,2015-03-07,21,1526,VIP
CS3385,2015-01-19,13,778,Silver
CS3386,2014-09-24,20,1430,VIP
CS3387,2015-02-20,13,1064,Gold
CS3388,2015-02-15,22,1337,Gold
CS3389,2014-11-07,16,1132,Gold
CS3390,2015-01-07,17,1208,Gold
CS3391,2014-11-21,19,1459,VIP
CS3392,2014-12-03,16,1169,Gold
CS3393,2015-02-26,14,976,Silver
CS3394,2014-12-28,17,1365,Gold
CS3395,2015-02-15,11,637,Silver
CS3396,2015-02-17,17,1102,Gold
CS3397,2015-01-07,20,1406,VIP
CS3398,2015-02-14,21,1581,VIP
CS3399,2014-07-20,17,1206,Gold
CS3400,2015-02-27,24,1615,VIP
CS3401,2015-03-09,20,1460,VIP
CS3402,2014-12-12,18,1246,Gold
CS3403,2015-03-10,22,1536,VIP
CS3404,2015-03-03,21,1545,VIP
CS3405,2015-01-04,12,837,Silver
CS3406,2015-01-10,23,1506,VIP
CS3407,2015-01-14,15,1025,Gold
CS3408,2015-03-10,21,1515,VIP
CS3409,2015-02-13,27,2106,VIP
CS3410,2015-03-10,26,1942,VIP
CS3411,2015-03-02,21,1556,VIP
CS3412,2014-11-07,18,1349,Gold
CS3413,2015-03-10,13,936,Silver
CS3414,2015-01-19,28,2105,VIP
CS3415,2015-03-07,22,1682,VIP
CS3416,2015-02-23,20,1441,VIP
CS3417,2015-03-10,29,1954,VIP
CS3418,2015-02-07,17,1200,Gold
